row_index,domain_id,source_value,source_id,ground_truth_concept_id,ground_truth_concept_name,top_hits_json,standard_policy,result1_concept_id,result1_concept_name,result1_score,result1_vocabulary_id,result1_standard_concept,error
135,Condition,Rash,136,140214,eruption,"[{""concept_id"": 140214, ""concept_name"": ""Eruption"", ""score"": 0.915, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""271807003"", ""standard_concept"": ""S""}, {""concept_id"": 37110753, ""concept_name"": ""Generalized rash"", ""score"": 0.8154, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""725119006"", ""standard_concept"": ""S""}, {""concept_id"": 37110594, ""concept_name"": ""Localized eruption of skin"", ""score"": 0.791, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""724877007"", ""standard_concept"": ""S""}, {""concept_id"": 37311082, ""concept_name"": ""Erythematous rash"", ""score"": 0.7722, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""827160004"", ""standard_concept"": ""S""}, {""concept_id"": 1340325, ""concept_name"": ""Exacerbation of eruption"", ""score"": 0.7663, ""vocabulary_id"": ""OMOP Extension"", ""domain_id"": ""Condition"", ""concept_code"": ""OMOP5165980"", ""standard_concept"": ""S""}]",s_or_c,140214.0,Eruption,0.915,SNOMED,S,
136,Condition,Acute myeloid leukemia,137,140352,"acute myeloid leukemia, disease","[{""concept_id"": 140352, ""concept_name"": ""Acute myeloid leukemia, disease"", ""score"": 0.9712, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""91861009"", ""standard_concept"": ""S""}, {""concept_id"": 138708, ""concept_name"": ""Acute leukemia"", ""score"": 0.8447, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""91855006"", ""standard_concept"": ""S""}]",s_or_c,140352.0,"Acute myeloid leukemia, disease",0.9712,SNOMED,S,
137,Condition,Wart,138,140641,verruca vulgaris,"[{""concept_id"": 1245180, ""concept_name"": ""Viral wart"", ""score"": 0.9682, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1296960002"", ""standard_concept"": ""S""}, {""concept_id"": 140641, ""concept_name"": ""Verruca vulgaris"", ""score"": 0.8887, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""57019003"", ""standard_concept"": ""S""}, {""concept_id"": 42599821, ""concept_name"": ""Viral papilloma"", ""score"": 0.8771, ""vocabulary_id"": ""SNOMED Veterinary"", ""domain_id"": ""Condition"", ""concept_code"": ""359661000009109"", ""standard_concept"": ""S""}, {""concept_id"": 4345817, ""concept_name"": ""Filiform wart"", ""score"": 0.8507, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""240536007"", ""standard_concept"": ""S""}, {""concept_id"": 4080330, ""concept_name"": ""Digitate wart"", ""score"": 0.8381, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""240537003"", ""standard_concept"": ""S""}]",s_or_c,1245180.0,Viral wart,0.9682,SNOMED,S,
138,Condition,Hypothyroidism,139,140673,hypothyroidism,"[{""concept_id"": 140673, ""concept_name"": ""Hypothyroidism"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""40930008"", ""standard_concept"": ""S""}, {""concept_id"": 40609121, ""concept_name"": ""Primary hypothyroidism"", ""score"": 0.9039, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""57185003"", ""standard_concept"": ""S""}, {""concept_id"": 4132435, ""concept_name"": ""Central hypothyroidism"", ""score"": 0.874, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""26692000"", ""standard_concept"": ""S""}, {""concept_id"": 4220368, ""concept_name"": ""Secondary hypothyroidism"", ""score"": 0.8633, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""82598004"", ""standard_concept"": ""S""}, {""concept_id"": 140062, ""concept_name"": ""Iodine hypothyroidism"", ""score"": 0.831, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""190279008"", ""standard_concept"": ""S""}]",s_or_c,140673.0,Hypothyroidism,1.0,SNOMED,S,
139,Condition,Acne,140,141095,acne,"[{""concept_id"": 141095, ""concept_name"": ""Acne"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""11381005"", ""standard_concept"": ""S""}, {""concept_id"": 4227594, ""concept_name"": ""Acne vulgaris"", ""score"": 0.9295, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""88616000"", ""standard_concept"": ""S""}, {""concept_id"": 4177852, ""concept_name"": ""Inflammatory acne"", ""score"": 0.9227, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""428101005"", ""standard_concept"": ""S""}]",s_or_c,141095.0,Acne,1.0,SNOMED,S,
140,Condition,molluscum contagiosum,141,141216,molluscum contagiosum infection,"[{""concept_id"": 141216, ""concept_name"": ""Molluscum contagiosum infection"", ""score"": 0.9523, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""40070004"", ""standard_concept"": ""S""}, {""concept_id"": 35623435, ""concept_name"": ""Molluscum contagiosum skin infection"", ""score"": 0.9415, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""765783008"", ""standard_concept"": ""S""}, {""concept_id"": 4345460, ""concept_name"": ""Genital Molluscum contagiosum"", ""score"": 0.7569, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""240467006"", ""standard_concept"": ""S""}, {""concept_id"": 35623434, ""concept_name"": ""Molluscum contagiosum infection of eyelid"", ""score"": 0.7211, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""765782003"", ""standard_concept"": ""S""}, {""concept_id"": 4080181, ""concept_name"": ""Pox virus infection of skin"", ""score"": 0.6996, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""238367006"", ""standard_concept"": ""S""}]",s_or_c,141216.0,Molluscum contagiosum infection,0.9523,SNOMED,S,
141,Condition,thyroid disease,142,141253,disorder of thyroid gland,"[{""concept_id"": 141253, ""concept_name"": ""Disorder of thyroid gland"", ""score"": 0.9728, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""14304000"", ""standard_concept"": ""S""}, {""concept_id"": 38000159, ""concept_name"": ""Thyroid dysfunction"", ""score"": 0.9108, ""vocabulary_id"": ""SMQ"", ""domain_id"": ""Condition"", ""concept_code"": ""198"", ""standard_concept"": ""C""}, {""concept_id"": 4130723, ""concept_name"": ""Thyroid dysfunction"", ""score"": 0.9108, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""264580006"", ""standard_concept"": ""S""}, {""concept_id"": 4047523, ""concept_name"": ""Complex thyroid endocrine disorder"", ""score"": 0.8519, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""123766008"", ""standard_concept"": ""S""}, {""concept_id"": 4142479, ""concept_name"": ""Hyperthyroidism"", ""score"": 0.8423, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""34486009"", ""standard_concept"": ""S""}]",s_or_c,141253.0,Disorder of thyroid gland,0.9728,SNOMED,S,
142,Condition,Osteomyelitis,143,141663,osteomyelitis,"[{""concept_id"": 141663, ""concept_name"": ""Osteomyelitis"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""60168000"", ""standard_concept"": ""S""}, {""concept_id"": 72410, ""concept_name"": ""Infection of bone"", ""score"": 0.9125, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""111253001"", ""standard_concept"": ""S""}, {""concept_id"": 4167096, ""concept_name"": ""Osteitis"", ""score"": 0.8619, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""274144001"", ""standard_concept"": ""S""}, {""concept_id"": 133002, ""concept_name"": ""Acute osteomyelitis"", ""score"": 0.8588, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""409780002"", ""standard_concept"": ""S""}]",s_or_c,141663.0,Osteomyelitis,1.0,SNOMED,S,
143,Condition,Alopecia areata,144,141933,alopecia areata,"[{""concept_id"": 141933, ""concept_name"": ""Alopecia areata"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""68225006"", ""standard_concept"": ""S""}, {""concept_id"": 4065242, ""concept_name"": ""Alopecia localis"", ""score"": 0.9345, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""201137002"", ""standard_concept"": ""S""}, {""concept_id"": 4300094, ""concept_name"": ""Concentric alopecia areata"", ""score"": 0.9322, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""77363004"", ""standard_concept"": ""S""}, {""concept_id"": 4263194, ""concept_name"": ""Diffuse alopecia areata"", ""score"": 0.931, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""46586006"", ""standard_concept"": ""S""}, {""concept_id"": 4312756, ""concept_name"": ""Alopecia universalis"", ""score"": 0.9149, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""86166000"", ""standard_concept"": ""S""}]",s_or_c,141933.0,Alopecia areata,1.0,SNOMED,S,
144,Condition,"Diabetes mellitus, unspecified, with nephropathy",145,192279,disorder of kidney due to diabetes mellitus,"[{""concept_id"": 760978, ""concept_name"": ""Nephropathy due to secondary diabetes mellitus"", ""score"": 0.8865, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""126551000119103"", ""standard_concept"": ""S""}, {""concept_id"": 192279, ""concept_name"": ""Disorder of kidney due to diabetes mellitus"", ""score"": 0.8863, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""127013003"", ""standard_concept"": ""S""}]",s_or_c,760978.0,Nephropathy due to secondary diabetes mellitus,0.8865,SNOMED,S,
145,Condition,Gallbladder disease,146,192353,disorder of gallbladder,"[{""concept_id"": 192353, ""concept_name"": ""Disorder of gallbladder"", ""score"": 0.9697, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""39621005"", ""standard_concept"": ""S""}, {""concept_id"": 4115579, ""concept_name"": ""Gallbladder problem"", ""score"": 0.8904, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""300356006"", ""standard_concept"": ""S""}, {""concept_id"": 4115576, ""concept_name"": ""Lesion of gallbladder"", ""score"": 0.8387, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""300346007"", ""standard_concept"": ""S""}, {""concept_id"": 4128013, ""concept_name"": ""Poorly functioning gallbladder"", ""score"": 0.8229, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""289999003"", ""standard_concept"": ""S""}, {""concept_id"": 4092876, ""concept_name"": ""Gallbladder finding"", ""score"": 0.8173, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""249569004"", ""standard_concept"": ""S""}]",s_or_c,192353.0,Disorder of gallbladder,0.9697,SNOMED,S,
146,Condition,Paralytic ileus,147,192357,paralytic ileus,"[{""concept_id"": 192357, ""concept_name"": ""Paralytic ileus"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""55525008"", ""standard_concept"": ""S""}, {""concept_id"": 37162838, ""concept_name"": ""Paralytic ileus of small intestine"", ""score"": 0.9, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1197677005"", ""standard_concept"": ""S""}, {""concept_id"": 37162840, ""concept_name"": ""Paralytic ileus of small intestine and colon"", ""score"": 0.8998, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1197679008"", ""standard_concept"": ""S""}, {""concept_id"": 4028684, ""concept_name"": ""Dynamic ileus"", ""score"": 0.8885, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""13466009"", ""standard_concept"": ""S""}, {""concept_id"": 42572587, ""concept_name"": ""Intestinal ileus"", ""score"": 0.8598, ""vocabulary_id"": ""SNOMED Veterinary"", ""domain_id"": ""Condition"", ""concept_code"": ""33451000009108"", ""standard_concept"": ""S""}]",s_or_c,192357.0,Paralytic ileus,1.0,SNOMED,S,
147,Condition,renal failure,148,192359,renal failure syndrome,"[{""concept_id"": 192359, ""concept_name"": ""Renal failure syndrome"", ""score"": 0.9596, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""42399005"", ""standard_concept"": ""S""}, {""concept_id"": 36716945, ""concept_name"": ""Renal insufficiency"", ""score"": 0.9241, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""723188008"", ""standard_concept"": ""S""}, {""concept_id"": 4030518, ""concept_name"": ""Renal impairment"", ""score"": 0.9101, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""236423003"", ""standard_concept"": ""S""}, {""concept_id"": 36716947, ""concept_name"": ""Chronic renal insufficiency"", ""score"": 0.8359, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""723190009"", ""standard_concept"": ""S""}, {""concept_id"": 40317643, ""concept_name"": ""Non-functioning kidney"", ""score"": 0.8305, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""155876003"", ""standard_concept"": ""S""}]",s_or_c,192359.0,Renal failure syndrome,0.9596,SNOMED,S,
148,Condition,Cervical dysplasia,149,192367,dysplasia of cervix,"[{""concept_id"": 192367, ""concept_name"": ""Dysplasia of cervix"", ""score"": 0.9566, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""73391008"", ""standard_concept"": ""S""}, {""concept_id"": 198572, ""concept_name"": ""Cervical intraepithelial neoplasia"", ""score"": 0.9107, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""285636001"", ""standard_concept"": ""S""}, {""concept_id"": 4206397, ""concept_name"": ""Dysplasia on cervical smear"", ""score"": 0.9026, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""439074000"", ""standard_concept"": ""S""}, {""concept_id"": 4216500, ""concept_name"": ""Anaplasia of cervix"", ""score"": 0.8486, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""80914001"", ""standard_concept"": ""S""}, {""concept_id"": 4095039, ""concept_name"": ""Dyskaryosis on cervical smear"", ""score"": 0.8422, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""250538001"", ""standard_concept"": ""S""}]",s_or_c,192367.0,Dysplasia of cervix,0.9566,SNOMED,S,
149,Condition,"Secondary infertility, female",150,192370,secondary female infertility,"[{""concept_id"": 192370, ""concept_name"": ""Secondary female infertility"", ""score"": 0.9496, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""30238006"", ""standard_concept"": ""S""}, {""concept_id"": 4179903, ""concept_name"": ""Secondary infertility"", ""score"": 0.9059, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""297121000"", ""standard_concept"": ""S""}, {""concept_id"": 201909, ""concept_name"": ""Female infertility"", ""score"": 0.8714, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""6738008"", ""standard_concept"": ""S""}, {""concept_id"": 4113670, ""concept_name"": ""Secondary uterine infertility"", ""score"": 0.8557, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""198457000"", ""standard_concept"": ""S""}]",s_or_c,192370.0,Secondary female infertility,0.9496,SNOMED,S,
150,Condition,Abdominal mass,151,192438,abdominal mass,"[{""concept_id"": 192438, ""concept_name"": ""Abdominal mass"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""271860004"", ""standard_concept"": ""S""}, {""concept_id"": 4223207, ""concept_name"": ""Central abdominal mass"", ""score"": 0.944, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""404200001"", ""standard_concept"": ""S""}, {""concept_id"": 4104143, ""concept_name"": ""Visible abdominal mass"", ""score"": 0.9405, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""300404004"", ""standard_concept"": ""S""}, {""concept_id"": 40491510, ""concept_name"": ""Mass of abdominal cavity structure"", ""score"": 0.9386, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""448772000"", ""standard_concept"": ""S""}, {""concept_id"": 37311121, ""concept_name"": ""Soft mass of abdomen"", ""score"": 0.8789, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""827110005"", ""standard_concept"": ""S""}]",s_or_c,192438.0,Abdominal mass,1.0,SNOMED,S,
151,Condition,paraplegia,152,192606,paraplegia,"[{""concept_id"": 192606, ""concept_name"": ""Paraplegia"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""60389000"", ""standard_concept"": ""S""}, {""concept_id"": 4101738, ""concept_name"": ""Flaccid paraplegia"", ""score"": 0.9277, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""192966000"", ""standard_concept"": ""S""}, {""concept_id"": 43530718, ""concept_name"": ""Complete paraplegia"", ""score"": 0.9115, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""290401000119108"", ""standard_concept"": ""S""}, {""concept_id"": 4101739, ""concept_name"": ""Spastic paraplegia"", ""score"": 0.9113, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""192967009"", ""standard_concept"": ""S""}, {""concept_id"": 4309219, ""concept_name"": ""Spinal paraplegia"", ""score"": 0.8992, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""84455002"", ""standard_concept"": ""S""}]",s_or_c,192606.0,Paraplegia,1.0,SNOMED,S,
152,Condition,Atrophic gastritis,153,192667,atrophic gastritis,"[{""concept_id"": 192667, ""concept_name"": ""Atrophic gastritis"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""84568007"", ""standard_concept"": ""S""}, {""concept_id"": 4035787, ""concept_name"": ""Atrophic nonerosive nonspecific gastritis"", ""score"": 0.9623, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""15445004"", ""standard_concept"": ""S""}, {""concept_id"": 4140520, ""concept_name"": ""Atrophic-hyperplastic gastritis"", ""score"": 0.9339, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""3308008"", ""standard_concept"": ""S""}, {""concept_id"": 4178492, ""concept_name"": ""Atrophic fundic gland gastritis"", ""score"": 0.8738, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""42740008"", ""standard_concept"": ""S""}, {""concept_id"": 201059, ""concept_name"": ""Hypertrophic gastritis"", ""score"": 0.8264, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""60002000"", ""standard_concept"": ""S""}]",s_or_c,192667.0,Atrophic gastritis,1.0,SNOMED,S,
