row_index,domain_id,source_value,source_id,ground_truth_baseline,top_hits_json,standard_policy,result1_concept_id,result1_concept_name,result1_score,result1_vocabulary_id,result1_standard_concept,error
101,Condition,pneumocystis pneumonia,102,1,"[{""concept_id"": 4190647, ""concept_name"": ""Pneumocystosis pneumonia"", ""score"": 0.969, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""415125002"", ""standard_concept"": ""S""}, {""concept_id"": 438350, ""concept_name"": ""Pneumocystosis"", ""score"": 0.8963, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""88860002"", ""standard_concept"": ""S""}, {""concept_id"": 36715997, ""concept_name"": ""Infection of lung caused by Pneumocystis"", ""score"": 0.8778, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""721804002"", ""standard_concept"": ""S""}, {""concept_id"": 4327948, ""concept_name"": ""Infection by Pneumocystis jirovecii"", ""score"": 0.8543, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""75549005"", ""standard_concept"": ""S""}, {""concept_id"": 37169818, ""concept_name"": ""Pneumocystis jirovecii lung cyst"", ""score"": 0.7907, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1177059007"", ""standard_concept"": ""S""}]",s_or_c,4190647.0,Pneumocystosis pneumonia,0.969,SNOMED,S,
102,Procedure,exam under anesthesia,103,5,"[{""concept_id"": 4180836, ""concept_name"": ""Physical examination under general anesthesia"", ""score"": 0.8904, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""53185004"", ""standard_concept"": ""S""}, {""concept_id"": 4208989, ""concept_name"": ""Physical examination under local anesthesia"", ""score"": 0.877, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""56706002"", ""standard_concept"": ""S""}, {""concept_id"": 4271192, ""concept_name"": ""Medical examination under sedation"", ""score"": 0.8197, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""62850006"", ""standard_concept"": ""S""}, {""concept_id"": 4239208, ""concept_name"": ""Eye examination under anesthesia"", ""score"": 0.7638, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""91177008"", ""standard_concept"": ""S""}, {""concept_id"": 4348040, ""concept_name"": ""Pelvic examination under anesthesia"", ""score"": 0.721, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""243414007"", ""standard_concept"": ""S""}]",s_or_c,4180836.0,Physical examination under general anesthesia,0.8904,SNOMED,S,
103,Observation,fentanyl,104,4,[],s_or_c,,,,,,
104,Procedure,des,105,5,[],s_or_c,,,,,,
105,Measurement,elevated wbc count,106,5,"[{""concept_id"": 4190500, ""concept_name"": ""Blood leukocyte number above reference range"", ""score"": 0.887, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""414478003"", ""standard_concept"": ""S""}, {""concept_id"": 600710, ""concept_name"": ""Granulocyte count above reference range"", ""score"": 0.7867, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""1157254007"", ""standard_concept"": ""S""}, {""concept_id"": 4013991, ""concept_name"": ""White blood cell count outside reference range"", ""score"": 0.7494, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""165509000"", ""standard_concept"": ""S""}, {""concept_id"": 320074, ""concept_name"": ""Blood lymphocyte number above reference range"", ""score"": 0.7307, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""418010004"", ""standard_concept"": ""S""}, {""concept_id"": 4305823, ""concept_name"": ""Blood monocyte number above reference range"", ""score"": 0.7101, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""418697001"", ""standard_concept"": ""S""}]",s_or_c,4190500.0,Blood leukocyte number above reference range,0.887,SNOMED,S,
106,Observation,prolonged sitting,107,1,"[{""concept_id"": 4154205, ""concept_name"": ""Long-sitting"", ""score"": 0.8278, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""272547001"", ""standard_concept"": ""S""}, {""concept_id"": 4020632, ""concept_name"": ""Alternately sitting and standing"", ""score"": 0.6844, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""11664005"", ""standard_concept"": ""S""}, {""concept_id"": 4093539, ""concept_name"": ""Sitting upright"", ""score"": 0.6486, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""249862003"", ""standard_concept"": ""S""}, {""concept_id"": 4142787, ""concept_name"": ""Sitting position"", ""score"": 0.6343, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""33586001"", ""standard_concept"": ""S""}, {""concept_id"": 4164212, ""concept_name"": ""High-sitting"", ""score"": 0.6299, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""272548006"", ""standard_concept"": ""S""}]",s_or_c,4154205.0,Long-sitting,0.8278,SNOMED,S,
107,Condition,pud,108,1,"[{""concept_id"": 4027663, ""concept_name"": ""Peptic ulcer"", ""score"": 0.9456, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""13200003"", ""standard_concept"": ""S""}, {""concept_id"": 3655488, ""concept_name"": ""Exacerbation of peptic ulcer"", ""score"": 0.8757, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""865912001"", ""standard_concept"": ""S""}, {""concept_id"": 1340430, ""concept_name"": ""Exacerbation of peptic ulcer"", ""score"": 0.8757, ""vocabulary_id"": ""OMOP Extension"", ""domain_id"": ""Condition"", ""concept_code"": ""OMOP5166085"", ""standard_concept"": ""S""}, {""concept_id"": 4134146, ""concept_name"": ""Chronic peptic ulcer"", ""score"": 0.8275, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""128287004"", ""standard_concept"": ""S""}, {""concept_id"": 4198381, ""concept_name"": ""Ulcer of duodenum"", ""score"": 0.8105, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""51868009"", ""standard_concept"": ""S""}]",s_or_c,4027663.0,Peptic ulcer,0.9456,SNOMED,S,
108,Observation,no abnormal behaviors,109,1,[],s_or_c,,,,,,
109,Measurement,troponin t,110,1,"[{""concept_id"": 35609600, ""concept_name"": ""Serum cardiac troponin T concentration"", ""score"": 0.7941, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""1083801000000101"", ""standard_concept"": ""S""}, {""concept_id"": 4020703, ""concept_name"": ""Troponin T cardiac measurement"", ""score"": 0.792, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""105001004"", ""standard_concept"": ""S""}, {""concept_id"": 4005525, ""concept_name"": ""Troponin T measurement"", ""score"": 0.7887, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""121871002"", ""standard_concept"": ""S""}, {""concept_id"": 4021291, ""concept_name"": ""Troponin measurement"", ""score"": 0.7711, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""105000003"", ""standard_concept"": ""S""}, {""concept_id"": 4042051, ""concept_name"": ""Serum troponin T measurement"", ""score"": 0.7685, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""166794009"", ""standard_concept"": ""S""}]",s_or_c,35609600.0,Serum cardiac troponin T concentration,0.7941,SNOMED,S,
110,Condition,tachypnic,111,1,"[{""concept_id"": 317376, ""concept_name"": ""Tachypnea"", ""score"": 0.8975, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""271823003"", ""standard_concept"": ""S""}, {""concept_id"": 4106417, ""concept_name"": ""Hyperpnea"", ""score"": 0.7856, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""180928006"", ""standard_concept"": ""S""}, {""concept_id"": 316814, ""concept_name"": ""Hyperventilation"", ""score"": 0.7447, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""68978004"", ""standard_concept"": ""S""}, {""concept_id"": 4057995, ""concept_name"": ""Excessively deep breathing"", ""score"": 0.6939, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""181893002"", ""standard_concept"": ""S""}, {""concept_id"": 4063238, ""concept_name"": ""Abnormal respiratory rate"", ""score"": 0.6681, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""17077006"", ""standard_concept"": ""S""}]",s_or_c,317376.0,Tachypnea,0.8975,SNOMED,S,
111,Procedure,oral antibiotic therapy,112,1,"[{""concept_id"": 4106043, ""concept_name"": ""Oral antibiotic therapy"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""281791007"", ""standard_concept"": ""S""}, {""concept_id"": 4085730, ""concept_name"": ""Antibiotic therapy"", ""score"": 0.8026, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""281789004"", ""standard_concept"": ""S""}, {""concept_id"": 37110029, ""concept_name"": ""Antibiotic therapy for prevention of recurrent infection"", ""score"": 0.7433, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""724053002"", ""standard_concept"": ""S""}, {""concept_id"": 4284965, ""concept_name"": ""Administration of antibiotic"", ""score"": 0.7275, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""68322007"", ""standard_concept"": ""S""}, {""concept_id"": 4226249, ""concept_name"": ""Administration of prophylactic antibiotic"", ""score"": 0.6891, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""422181004"", ""standard_concept"": ""S""}]",s_or_c,4106043.0,Oral antibiotic therapy,1.0,SNOMED,S,
112,Condition,adhesion,113,4,"[{""concept_id"": 45772918, ""concept_name"": ""Amniotic adhesion"", ""score"": 0.7488, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""707254000"", ""standard_concept"": ""S""}, {""concept_id"": 36713579, ""concept_name"": ""Fimbrial adhesions"", ""score"": 0.7374, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""717955002"", ""standard_concept"": ""S""}, {""concept_id"": 195581, ""concept_name"": ""Peritoneal adhesion"", ""score"": 0.7298, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""70190001"", ""standard_concept"": ""S""}, {""concept_id"": 4146112, ""concept_name"": ""Local conjunctival adhesions"", ""score"": 0.7045, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""267646005"", ""standard_concept"": ""S""}, {""concept_id"": 4298981, ""concept_name"": ""Peritubal adhesions"", ""score"": 0.7025, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""77681005"", ""standard_concept"": ""S""}]",s_or_c,45772918.0,Amniotic adhesion,0.7488,SNOMED,S,
113,Procedure,touch,114,1,"[{""concept_id"": 4303558, ""concept_name"": ""Touch"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""386476006"", ""standard_concept"": ""S""}, {""concept_id"": 4302397, ""concept_name"": ""Therapeutic touch"", ""score"": 0.8514, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""386475005"", ""standard_concept"": ""S""}, {""concept_id"": 4022684, ""concept_name"": ""Sensory stimulation"", ""score"": 0.7417, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""226056003"", ""standard_concept"": ""S""}]",s_or_c,4303558.0,Touch,1.0,SNOMED,S,
114,Observation,not confused,115,1,"[{""concept_id"": 4024759, ""concept_name"": ""Not confused"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""225439006"", ""standard_concept"": ""S""}, {""concept_id"": 4092093, ""concept_name"": ""Unable to think clearly"", ""score"": 0.7427, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""247640008"", ""standard_concept"": ""S""}, {""concept_id"": 4150852, ""concept_name"": ""Finding related to orientation"", ""score"": 0.721, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""311470005"", ""standard_concept"": ""S""}, {""concept_id"": 4229612, ""concept_name"": ""Incomplete clearmindedness"", ""score"": 0.7102, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""88962006"", ""standard_concept"": ""S""}, {""concept_id"": 605765, ""concept_name"": ""Decreased level of confusion"", ""score"": 0.7016, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""1137672001"", ""standard_concept"": ""S""}]",s_or_c,4024759.0,Not confused,1.0,SNOMED,S,
115,Measurement,crp were normal,116,1,"[{""concept_id"": 4041180, ""concept_name"": ""C-reactive protein within reference range"", ""score"": 0.6934, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""166583007"", ""standard_concept"": ""S""}, {""concept_id"": 37208570, ""concept_name"": ""CRP (C reactive protein) mass concentration in plasma"", ""score"": 0.5065, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""1106731000000101"", ""standard_concept"": ""S""}]",s_or_c,4041180.0,C-reactive protein within reference range,0.6934,SNOMED,S,
116,Observation,dislocation,117,1,"[{""concept_id"": 4227147, ""concept_name"": ""Dislocation"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""87642003"", ""standard_concept"": ""S""}, {""concept_id"": 4175294, ""concept_name"": ""Closed dislocation"", ""score"": 0.8257, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""50399007"", ""standard_concept"": ""S""}, {""concept_id"": 4145300, ""concept_name"": ""Dislocation, multiple"", ""score"": 0.8103, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""34277002"", ""standard_concept"": ""S""}, {""concept_id"": 4195258, ""concept_name"": ""Dislocation, complete"", ""score"": 0.7872, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""79782001"", ""standard_concept"": ""S""}, {""concept_id"": 4051844, ""concept_name"": ""Medial dislocation"", ""score"": 0.7823, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""125173006"", ""standard_concept"": ""S""}]",s_or_c,4227147.0,Dislocation,1.0,SNOMED,S,
117,Procedure,ventral hernia repair,118,1,"[{""concept_id"": 36714164, ""concept_name"": ""Ventral hernioplasty"", ""score"": 0.9172, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""719283003"", ""standard_concept"": ""S""}, {""concept_id"": 35622743, ""concept_name"": ""Open repair of ventral hernia"", ""score"": 0.9157, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""764919003"", ""standard_concept"": ""S""}, {""concept_id"": 36714476, ""concept_name"": ""Ventral herniorrhaphy"", ""score"": 0.9149, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""719726009"", ""standard_concept"": ""S""}, {""concept_id"": 4031973, ""concept_name"": ""Repair of hernia of anterior abdominal wall"", ""score"": 0.9126, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""238192002"", ""standard_concept"": ""S""}, {""concept_id"": 3185578, ""concept_name"": ""Internal hernia repair"", ""score"": 0.8946, ""vocabulary_id"": ""Nebraska Lexicon"", ""domain_id"": ""Procedure"", ""concept_code"": ""31130001000004107"", ""standard_concept"": ""S""}]",s_or_c,36714164.0,Ventral hernioplasty,0.9172,SNOMED,S,
118,Measurement,cohgb,119,1,"[{""concept_id"": 4017624, ""concept_name"": ""Carbonyl hemoglobin measurement"", ""score"": 0.6936, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""104568008"", ""standard_concept"": ""S""}, {""concept_id"": 37392674, ""concept_name"": ""Arterial carbon dioxide"", ""score"": 0.6249, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""1007101000000101"", ""standard_concept"": ""S""}, {""concept_id"": 44809190, ""concept_name"": ""Maximum carboxyhaemoglobin level"", ""score"": 0.6173, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""852371000000101"", ""standard_concept"": ""S""}, {""concept_id"": 1616670, ""concept_name"": ""Carboxyhemoglobin/Hemoglobin.total in Central venous blood"", ""score"": 0.6029, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""97551-6"", ""standard_concept"": ""S""}, {""concept_id"": 4056787, ""concept_name"": ""Carboxyhemoglobin measurement"", ""score"": 0.6011, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""19821003"", ""standard_concept"": ""S""}]",s_or_c,4017624.0,Carbonyl hemoglobin measurement,0.6936,SNOMED,S,
119,Condition,olsis irritable bowel sy,120,1,"[{""concept_id"": 75576, ""concept_name"": ""Irritable bowel syndrome"", ""score"": 0.7697, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""10743008"", ""standard_concept"": ""S""}, {""concept_id"": 4057826, ""concept_name"": ""Irritable bowel syndrome with diarrhea"", ""score"": 0.7314, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""197125005"", ""standard_concept"": ""S""}, {""concept_id"": 4261072, ""concept_name"": ""Irritable bowel syndrome characterized by constipation"", ""score"": 0.7298, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""440630006"", ""standard_concept"": ""S""}, {""concept_id"": 1340381, ""concept_name"": ""Exacerbation of irritable bowel syndrome"", ""score"": 0.6899, ""vocabulary_id"": ""OMOP Extension"", ""domain_id"": ""Condition"", ""concept_code"": ""OMOP5166036"", ""standard_concept"": ""S""}]",s_or_c,75576.0,Irritable bowel syndrome,0.7697,SNOMED,S,
120,Condition,sarcoidosis,121,1,"[{""concept_id"": 438688, ""concept_name"": ""Sarcoidosis"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""31541009"", ""standard_concept"": ""S""}, {""concept_id"": 4008735, ""concept_name"": ""Sarcoidosis, nodular type"", ""score"": 0.8972, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""111937006"", ""standard_concept"": ""S""}, {""concept_id"": 4086243, ""concept_name"": ""Pulmonary sarcoidosis"", ""score"": 0.8896, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""24369008"", ""standard_concept"": ""S""}]",s_or_c,438688.0,Sarcoidosis,1.0,SNOMED,S,
